date,sector,close,daily_return_pct
2026-06-16,玻璃陶瓷,159.58,0.84
2026-06-16,生技醫療,81.49,2.0
2026-06-16,紡織纖維,494.09,1.73
2026-06-16,綠能環保,137.45,1.37
2026-06-16,航運,187.42,-1.45
2026-06-16,觀光餐旅,103.78,0.33
2026-06-16,貿易百貨,240.52,-0.46
2026-06-16,資訊服務,208.45,-1.61
2026-06-16,通信網路,261.73,1.53
2026-06-16,造紙,268.17,2.47
2026-06-16,運動休閒,61.53,-0.63
2026-06-16,金融保險,3138.34,2.15
2026-06-16,鋼鐵,117.03,-1.66
2026-06-16,電器電纜,111.13,-1.65
2026-06-16,電子通路,374.69,-0.62
2026-06-16,電子零組件,992.75,0.9
2026-06-16,電機機械,549.7,-0.24
2026-06-16,電腦及週邊設備,402.18,-1.31
2026-06-16,食品,1942.66,-0.55
2026-06-17,光電,72.62,5.26
2026-06-17,其他,279.39,0.03
2026-06-17,其他電子,293.98,0.09
2026-06-17,化學,200.24,1.67
2026-06-17,化學生技醫療,154.36,1.77
2026-06-17,半導體,1550.0,-0.49
2026-06-17,塑膠,243.63,6.5
2026-06-17,居家生活,96.95,-0.38
2026-06-17,建材營造,481.65,0.61
2026-06-17,數位雲端,47.5,-1.57
2026-06-17,橡膠,186.88,-6.69
2026-06-17,水泥,124.34,0.07
2026-06-17,汽車,296.22,-0.05
2026-06-17,油電燃氣,77.44,0.17
2026-06-17,玻璃陶瓷,162.27,1.69
2026-06-17,生技醫療,82.97,1.82
2026-06-17,紡織纖維,491.45,-0.53
2026-06-17,綠能環保,141.4,2.87
2026-06-17,航運,183.62,-2.03
2026-06-17,觀光餐旅,104.09,0.3
2026-06-17,貿易百貨,241.19,0.28
2026-06-17,資訊服務,208.52,0.03
2026-06-17,通信網路,260.14,-0.61
2026-06-17,造紙,273.62,2.03
2026-06-17,運動休閒,60.98,-0.89
2026-06-17,金融保險,3193.94,1.77
2026-06-17,鋼鐵,117.36,0.28
2026-06-17,電器電纜,110.7,-0.39
2026-06-17,電子通路,376.23,0.41
2026-06-17,電子零組件,997.17,0.45
2026-06-17,電機機械,557.01,1.33
2026-06-17,電腦及週邊設備,408.73,1.63
2026-06-17,食品,1948.54,0.3
2026-06-18,光電,75.16,3.5
2026-06-18,其他,279.37,-0.01
2026-06-18,其他電子,294.17,0.06
2026-06-18,化學,203.68,1.72
2026-06-18,化學生技醫療,159.2,3.14
2026-06-18,半導體,1569.2,1.24
2026-06-18,塑膠,261.34,7.27
2026-06-18,居家生活,98.41,1.51
2026-06-18,建材營造,476.69,-1.03
2026-06-18,數位雲端,49.69,4.61
2026-06-18,橡膠,186.36,-0.28
2026-06-18,水泥,124.48,0.11
2026-06-18,汽車,302.68,2.18
2026-06-18,油電燃氣,78.46,1.32
2026-06-18,玻璃陶瓷,166.43,2.56
2026-06-18,生技醫療,86.18,3.87
2026-06-18,紡織纖維,489.36,-0.43
2026-06-18,綠能環保,145.52,2.91
2026-06-18,航運,183.24,-0.21
2026-06-18,觀光餐旅,104.06,-0.03
2026-06-18,貿易百貨,237.94,-1.35
2026-06-18,資訊服務,209.84,0.63
2026-06-18,通信網路,257.48,-1.02
2026-06-18,造紙,280.65,2.57
2026-06-18,運動休閒,60.78,-0.33
2026-06-18,金融保險,3237.51,1.36
2026-06-18,鋼鐵,117.77,0.35
2026-06-18,電器電纜,111.29,0.53
2026-06-18,電子通路,380.33,1.09
2026-06-18,電子零組件,1017.67,2.06
2026-06-18,電機機械,574.97,3.22
2026-06-18,電腦及週邊設備,410.61,0.46
2026-06-18,食品,1925.88,-1.16
2026-06-22,光電,76.84,2.24
2026-06-22,其他,281.41,0.73
2026-06-22,其他電子,293.97,-0.07
2026-06-22,化學,206.58,1.42
2026-06-22,化學生技醫療,162.95,2.36
2026-06-22,半導體,1636.92,4.32
2026-06-22,塑膠,278.68,6.64
2026-06-22,居家生活,96.08,-2.37
2026-06-22,建材營造,462.34,-3.01
2026-06-22,數位雲端,48.92,-1.55
2026-06-22,橡膠,186.82,0.25
2026-06-22,水泥,124.7,0.18
2026-06-22,汽車,299.28,-1.12
2026-06-22,油電燃氣,79.05,0.75
2026-06-22,玻璃陶瓷,178.61,7.32
2026-06-22,生技醫療,88.61,2.82
2026-06-22,紡織纖維,487.57,-0.37
2026-06-22,綠能環保,149.96,3.05
2026-06-22,航運,183.56,0.17
2026-06-22,觀光餐旅,104.12,0.06
2026-06-22,貿易百貨,235.13,-1.18
2026-06-22,資訊服務,209.51,-0.16
2026-06-22,通信網路,263.96,2.52
2026-06-22,造紙,278.84,-0.64
2026-06-22,運動休閒,60.26,-0.86
2026-06-22,金融保險,3211.25,-0.81
2026-06-22,鋼鐵,119.12,1.15
2026-06-22,電器電纜,114.38,2.78
2026-06-22,電子通路,386.59,1.65
2026-06-22,電子零組件,1030.59,1.27
2026-06-22,電機機械,578.27,0.57
2026-06-22,電腦及週邊設備,412.1,0.36
2026-06-22,食品,1915.96,-0.52
2026-06-23,光電,74.65,-2.85
2026-06-23,其他,278.17,-1.15
2026-06-23,其他電子,286.28,-2.62
2026-06-23,化學,201.45,-2.48
2026-06-23,化學生技醫療,160.17,-1.71
2026-06-23,半導體,1622.75,-0.87
2026-06-23,塑膠,275.18,-1.26
2026-06-23,居家生活,95.65,-0.45
2026-06-23,建材營造,462.02,-0.07
2026-06-23,數位雲端,48.06,-1.76
2026-06-23,橡膠,183.14,-1.97
2026-06-23,水泥,123.33,-1.1
2026-06-23,汽車,297.8,-0.49
2026-06-23,油電燃氣,77.16,-2.39
2026-06-23,玻璃陶瓷,163.78,-8.3
2026-06-23,生技醫療,87.44,-1.32
2026-06-23,紡織纖維,485.46,-0.43
2026-06-23,綠能環保,147.86,-1.4
2026-06-23,航運,182.74,-0.45
2026-06-23,觀光餐旅,103.53,-0.57
2026-06-23,貿易百貨,239.03,1.66
2026-06-23,資訊服務,202.48,-3.36
2026-06-23,通信網路,256.02,-3.01
2026-06-23,造紙,270.12,-3.13
2026-06-23,運動休閒,60.22,-0.07
2026-06-23,金融保險,3222.97,0.36
2026-06-23,鋼鐵,117.56,-1.31
2026-06-23,電器電纜,108.82,-4.86
2026-06-23,電子通路,375.66,-2.83
2026-06-23,電子零組件,995.19,-3.43
2026-06-23,電機機械,565.85,-2.15
2026-06-23,電腦及週邊設備,403.69,-2.04
2026-06-23,食品,1929.8,0.72
2026-06-24,光電,75.55,1.21
2026-06-24,其他,274.27,-1.4
2026-06-24,其他電子,282.86,-1.19
2026-06-24,化學,202.47,0.51
2026-06-24,化學生技醫療,162.39,1.39
2026-06-24,半導體,1567.15,-3.43
2026-06-24,塑膠,285.32,3.68
2026-06-24,居家生活,96.53,0.92
2026-06-24,建材營造,461.5,-0.11
2026-06-24,數位雲端,49.39,2.77
2026-06-24,橡膠,184.11,0.53
2026-06-24,水泥,123.32,-0.01
2026-06-24,汽車,296.2,-0.54
2026-06-24,油電燃氣,80.8,4.72
2026-06-24,玻璃陶瓷,162.58,-0.73
2026-06-24,生技醫療,89.04,1.83
2026-06-24,紡織纖維,486.26,0.16
2026-06-24,綠能環保,144.66,-2.16
2026-06-24,航運,183.47,0.4
2026-06-24,觀光餐旅,103.91,0.37
2026-06-24,貿易百貨,237.51,-0.64
2026-06-24,資訊服務,202.73,0.12
2026-06-24,通信網路,253.67,-0.92
2026-06-24,造紙,274.5,1.62
2026-06-24,運動休閒,59.56,-1.1
2026-06-24,金融保險,3155.94,-2.08
2026-06-24,鋼鐵,118.11,0.47
2026-06-24,電器電纜,109.64,0.75
2026-06-24,電子通路,374.94,-0.19
2026-06-24,電子零組件,980.79,-1.45
2026-06-24,電機機械,569.19,0.59
2026-06-24,電腦及週邊設備,404.42,0.18
2026-06-24,食品,1932.43,0.14
2026-06-25,光電,76.66,1.47
2026-06-25,其他,276.95,0.98
2026-06-25,其他電子,285.34,0.88
2026-06-25,化學,201.2,-0.63
2026-06-25,化學生技醫療,161.82,-0.35
2026-06-25,半導體,1570.27,0.2
2026-06-25,塑膠,288.82,1.23
2026-06-25,居家生活,98.03,1.55
2026-06-25,建材營造,460.3,-0.26
2026-06-25,數位雲端,49.22,-0.34
2026-06-25,橡膠,184.83,0.39
2026-06-25,水泥,124.41,0.88
2026-06-25,汽車,295.05,-0.39
2026-06-25,油電燃氣,81.21,0.51
2026-06-25,玻璃陶瓷,162.87,0.18
2026-06-25,生技醫療,88.84,-0.22
2026-06-25,紡織纖維,487.41,0.24
2026-06-25,綠能環保,142.56,-1.45
2026-06-25,航運,183.96,0.27
2026-06-25,觀光餐旅,104.45,0.52
2026-06-25,貿易百貨,238.63,0.47
2026-06-25,資訊服務,201.06,-0.82
2026-06-25,通信網路,253.9,0.09
2026-06-25,造紙,271.21,-1.2
2026-06-25,運動休閒,59.72,0.27
2026-06-25,金融保險,3205.32,1.56
2026-06-25,鋼鐵,117.2,-0.77
2026-06-25,電器電纜,108.54,-1.0
2026-06-25,電子通路,375.96,0.27
2026-06-25,電子零組件,997.44,1.7
2026-06-25,電機機械,564.31,-0.86
2026-06-25,電腦及週邊設備,400.81,-0.89
2026-06-25,食品,1945.63,0.68
2026-06-26,光電,71.01,-7.37
2026-06-26,其他,271.92,-1.82
2026-06-26,其他電子,274.4,-3.83
2026-06-26,化學,194.94,-3.11
2026-06-26,化學生技醫療,157.44,-2.71
2026-06-26,半導體,1516.72,-3.41
2026-06-26,塑膠,271.6,-5.96
2026-06-26,居家生活,96.7,-1.36
2026-06-26,建材營造,451.91,-1.82
2026-06-26,數位雲端,47.64,-3.21
2026-06-26,橡膠,181.97,-1.55
2026-06-26,水泥,122.64,-1.42
2026-06-26,汽車,290.07,-1.69
2026-06-26,油電燃氣,78.14,-3.78
2026-06-26,玻璃陶瓷,154.56,-5.1
2026-06-26,生技醫療,86.61,-2.51
2026-06-26,紡織纖維,480.89,-1.34
2026-06-26,綠能環保,135.85,-4.71
2026-06-26,航運,179.73,-2.3
2026-06-26,觀光餐旅,103.08,-1.31
2026-06-26,貿易百貨,235.31,-1.39
2026-06-26,資訊服務,198.6,-1.22
2026-06-26,通信網路,249.49,-1.74
2026-06-26,造紙,267.36,-1.42
2026-06-26,運動休閒,58.33,-2.33
2026-06-26,金融保險,3150.96,-1.7
2026-06-26,鋼鐵,116.24,-0.82
2026-06-26,電器電纜,103.59,-4.56
2026-06-26,電子通路,369.21,-1.8
2026-06-26,電子零組件,937.55,-6.0
2026-06-26,電機機械,540.96,-4.14
2026-06-26,電腦及週邊設備,380.57,-5.05
2026-06-26,食品,1920.43,-1.3
2026-06-29,光電,70.78,-0.32
2026-06-29,其他,275.01,1.14
2026-06-29,其他電子,275.64,0.45
2026-06-29,化學,200.96,3.09
2026-06-29,化學生技醫療,164.95,4.77
2026-06-29,半導體,1531.87,1.0
2026-06-29,塑膠,276.94,1.97
2026-06-29,居家生活,96.17,-0.55
2026-06-29,建材營造,455.29,0.75
2026-06-29,數位雲端,45.68,-4.11
2026-06-29,橡膠,185.48,1.93
2026-06-29,水泥,122.41,-0.19
2026-06-29,汽車,290.31,0.08
