date,close,volume,margin_balance,turnover_value,foreign_net,investment_trust_net,dealer_net,margin_maintenance_pct,margin_top10_concentration_pct,margin_hhi,margin_top3_industry_concentration_pct,short_margin_ratio_pct,high_margin_cap_exposure_pct
2023-12-15,17673.87,9256588123.0,241487642000.0,448437036582.0,21170047011.0,-1164158047.0,-4842846482.0,169.8102,20.4394,74.7055,54.6425,4.0898,3.935
2023-12-18,17652.03,7531216747.0,241898339000.0,326657892904.0,735517925.0,-897538042.0,-7392802836.0,169.1637,20.4252,74.9844,54.1419,4.1749,3.9706
2023-12-19,17576.55,7179470739.0,243619807000.0,325889863775.0,164592948.0,296993423.0,-7809248001.0,167.9446,20.3933,75.5082,53.8333,4.2838,3.9236
2023-12-20,17635.2,7112769011.0,245705863000.0,339894621868.0,24624431077.0,-2720088428.0,-11289911715.0,169.2516,20.4938,76.0199,54.085,4.4778,3.8567
2023-12-21,17543.74,7391178534.0,244895604000.0,328758391109.0,-2768160741.0,-1830755289.0,-3275896692.0,169.1247,20.6905,77.2502,54.0596,4.5671,3.838
2023-12-22,17596.63,6878372345.0,245369148000.0,291856733205.0,6182826785.0,1916685293.0,-941324225.0,169.6527,20.8586,77.8014,54.1229,4.4837,3.8856
2023-12-25,17604.84,5771072159.0,245845023000.0,242779733409.0,-864679569.0,2319712266.0,-2723470393.0,169.3808,20.9129,77.6185,54.2678,4.4401,3.8336
2023-12-26,17751.73,5536355821.0,246630728000.0,229703131613.0,18051785356.0,2468933089.0,-1595866630.0,170.747,20.8516,77.9094,54.544,4.5703,3.3961
2023-12-27,17891.5,6800409120.0,247325167000.0,299924290420.0,36787679984.0,1283603081.0,-3567906045.0,171.2567,20.7679,77.1426,54.9247,4.4261,4.4274
2023-12-28,17910.37,6580845114.0,247699426000.0,289840477247.0,19325708661.0,-1071817701.0,-6603522687.0,170.8853,20.6266,76.4631,54.8061,4.3942,3.2794
2023-12-29,17930.81,5813967380.0,248014237000.0,272169082532.0,12160269252.0,2922986138.0,-3897939744.0,171.4652,20.6924,77.155,54.8386,4.4972,3.906
2024-01-02,17853.76,6411778806.0,248424271000.0,301290668897.0,1047078183.0,189637635.0,-4448119903.0,170.2404,20.3052,75.6329,54.1763,4.6137,5.0074
2024-01-03,17559.31,6563816690.0,249224908000.0,310243953968.0,-22805986506.0,3283754107.0,-9093621510.0,168.7004,20.4296,75.9734,53.8518,4.6325,3.2326
2024-01-04,17549.65,6326304020.0,249729179000.0,282564085824.0,-3464215938.0,3262656753.0,-5247618223.0,167.9795,20.5694,76.2938,53.5611,4.4631,2.813
2024-01-05,17519.14,6072525649.0,248996724000.0,269883354782.0,-4229275092.0,5175816340.0,-4051471237.0,168.4848,20.6424,76.1697,53.6312,4.2801,2.8915
2024-01-08,17572.66,6306940236.0,248150571000.0,262720464831.0,2396317684.0,2188287035.0,-5474233893.0,168.2832,20.4517,75.3761,53.5008,4.1825,2.8937
2024-01-09,17535.49,6232655765.0,245574757000.0,299756126103.0,-584013507.0,3882101857.0,-7713284413.0,167.8097,20.4937,75.9913,53.7214,3.9731,2.8247
2024-01-10,17465.63,5764346997.0,244563783000.0,258068344349.0,-3114862469.0,2420908691.0,-3191269085.0,167.5219,20.5578,76.5127,53.9964,3.7023,2.9198
2024-01-11,17545.32,6087970482.0,244054875000.0,307662933016.0,3605927557.0,1332497962.0,-1353556992.0,169.6177,20.6468,76.0799,54.0591,3.6245,3.2843
2024-01-12,17512.83,5783781997.0,243706399000.0,283832519401.0,2736131089.0,878458371.0,-4229820595.0,169.006,20.6564,76.1981,53.7124,3.6218,3.3088
2024-01-15,17546.82,5999846290.0,245868197000.0,290072856217.0,-9087846468.0,2194586352.0,-1852574412.0,170.0065,20.5814,76.1202,53.9078,3.6957,3.6097
2024-01-16,17346.87,7003194663.0,247524515000.0,315174625367.0,-45131197245.0,-26235190.0,-3387697195.0,166.8683,20.9332,77.1933,55.0244,3.6611,3.582
2024-01-17,17161.79,8135054516.0,247860934000.0,391777975501.0,-78222735236.0,7174385368.0,1484638834.0,165.9899,20.9647,77.3185,54.7911,3.4902,3.3028
2024-01-18,17227.79,6362222591.0,247038390000.0,280724326868.0,-8733292163.0,3307837801.0,-2213815198.0,165.7176,21.1333,78.2908,54.7649,3.5767,3.2727
2024-01-19,17681.52,7366926213.0,246672432000.0,438685377608.0,80797089392.0,4080122074.0,611632823.0,168.0321,21.2572,78.7851,55.1052,3.5915,3.5328
2024-01-22,17815.1,7440321165.0,246311316000.0,412915752080.0,36944476828.0,931703644.0,1945241248.0,170.9236,21.2627,79.1527,55.5333,3.5897,2.8641
2024-01-23,17874.59,6799686562.0,247186801000.0,313984912388.0,9062676493.0,-1002162896.0,2391790586.0,171.3175,21.1806,78.6521,55.4454,3.6288,2.8417
2024-01-24,17875.83,6085817090.0,248790648000.0,271791200561.0,1945217511.0,-2334200441.0,-503612098.0,170.502,21.136,78.1884,55.3641,3.6691,3.1593
2024-01-25,18002.62,6194925527.0,248578208000.0,305139066005.0,28043433522.0,-750707755.0,661192774.0,169.2724,21.0889,77.5409,55.1881,3.731,3.0983
2024-01-26,17995.03,5484262792.0,247462895000.0,260448297651.0,5270487979.0,-1184956250.0,-3984640382.0,168.6329,20.9419,76.8685,54.8116,3.699,3.1218
2024-01-29,18119.63,5297437572.0,247456105000.0,230462809896.0,12775826425.0,1507671836.0,2631966529.0,170.5047,21.4518,78.9728,55.373,3.7383,2.602
2024-01-30,18034.63,5885319302.0,247968595000.0,296795331175.0,1520832347.0,-1499064539.0,256875025.0,170.7816,21.6539,79.6996,55.4778,3.6375,2.9731
2024-01-31,17889.56,5498408501.0,247990488000.0,278056673466.0,-12446347016.0,-2193737575.0,-1737912539.0,169.7414,21.6548,79.1885,55.422,3.4914,2.9779
2024-02-01,17968.11,5865757348.0,246789368000.0,312760860228.0,21987889929.0,-333385990.0,563477044.0,170.5134,21.4252,78.4678,55.373,3.5153,3.181
2024-02-02,18059.93,5660501359.0,246644704000.0,334717306871.0,15166721092.0,-397116613.0,-111011257.0,171.4587,21.6514,80.1885,55.7111,3.4226,3.202
2024-02-05,18096.07,5578682526.0,244814252000.0,324859121116.0,-6172009551.0,-2474335536.0,-4423167881.0,170.508,21.3962,79.1636,55.3145,3.2033,3.2439
2024-02-15,18644.57,8401984466.0,245573792000.0,515463516591.0,56257107897.0,-1068439782.0,6407989768.0,173.581,21.6456,80.4209,55.8415,3.4377,3.2328
2024-02-16,18607.25,7844208954.0,247787773000.0,416487094956.0,3734148587.0,-2292205685.0,5331995865.0,174.3954,21.0917,77.4433,55.6417,3.6471,3.293
2024-02-19,18635.8,7707547519.0,250961873000.0,375165893586.0,-10954053970.0,-424065656.0,1938016407.0,173.905,20.8079,76.2502,55.3513,3.3851,3.258
2024-02-20,18753.16,7064550775.0,252605441000.0,359813377895.0,6378443283.0,-1305731062.0,247536803.0,173.7505,21.0895,77.3352,55.5705,3.3391,3.7885
2024-02-21,18676.31,7279039404.0,254128306000.0,348877496932.0,-13517589926.0,-174563113.0,3756846839.0,173.2137,20.528,75.1674,55.3929,3.447,3.4053
2024-02-22,18852.78,7544144391.0,255220537000.0,405269203212.0,16481260420.0,-332754442.0,7868144833.0,174.0997,20.4989,74.8939,55.2539,3.3969,4.0433
2024-02-23,18889.19,7868781866.0,253636821000.0,452654013093.0,30829103402.0,-2469677702.0,1876866150.0,173.2388,20.2085,73.8155,54.7143,3.3513,3.309
2024-02-26,18948.05,7062243384.0,256076413000.0,361091557269.0,5055193371.0,-3084098131.0,1578773497.0,174.6762,20.4846,74.161,54.5697,3.3417,3.4902
2024-02-27,18854.41,7916887244.0,254711190000.0,430848079757.0,-12183674095.0,-2560011309.0,-5225945425.0,172.7309,20.5468,74.2701,54.217,3.2764,3.4792
2024-02-29,18966.77,7568554508.0,257050729000.0,427024252573.0,3129325273.0,-828439651.0,5585680412.0,175.7024,20.964,75.7118,54.334,3.3815,3.4645
2024-03-01,18935.93,7573187396.0,257180305000.0,408887917320.0,10270966283.0,106482499.0,-5163505623.0,176.5835,20.999,75.6733,54.6304,3.3923,4.2595
2024-03-04,19305.31,8836524686.0,258584531000.0,498826009735.0,36878656228.0,7479020247.0,156904983.0,176.7587,20.8106,74.4603,54.4519,3.2946,4.1669
